id,name,acronym,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
612,Nucleus of the lateral lemniscus,NLL,217,1132,"Pons, sensory related",P-sen,67930
82,"Nucleus of the lateral lemniscus, dorsal part",NLLd,434,612,Nucleus of the lateral lemniscus,NLL,0
90,"Nucleus of the lateral lemniscus, horizontal part",NLLh,435,612,Nucleus of the lateral lemniscus,NLL,0
99,"Nucleus of the lateral lemniscus, ventral part",NLLv,436,612,Nucleus of the lateral lemniscus,NLL,0
7,Principal sensory nucleus of the trigeminal,PSV,283,1132,"Pons, sensory related",P-sen,77756
867,Parabrachial nucleus,PB,249,1132,"Pons, sensory related",P-sen,92225
123,Koelliker-Fuse subnucleus,KF,156,867,Parabrachial nucleus,PB,14777
881,"Parabrachial nucleus, lateral division",PBl,251,867,Parabrachial nucleus,PB,0
860,"Parabrachial nucleus, lateral division, central lateral part",PBlc,814,881,"Parabrachial nucleus, lateral division",PBl,0
868,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,815,881,"Parabrachial nucleus, lateral division",PBl,0
875,"Parabrachial nucleus, lateral division, external lateral part",PBle,816,881,"Parabrachial nucleus, lateral division",PBl,0
883,"Parabrachial nucleus, lateral division, superior lateral part",PBls,817,881,"Parabrachial nucleus, lateral division",PBl,0
891,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,818,881,"Parabrachial nucleus, lateral division",PBl,0
890,"Parabrachial nucleus, medial division",PBm,252,867,Parabrachial nucleus,PB,0
899,"Parabrachial nucleus, medial division, external medial part",PBme,819,890,"Parabrachial nucleus, medial division",PBm,0
915,"Parabrachial nucleus, medial division, medial medial part",PBmm,821,890,"Parabrachial nucleus, medial division",PBm,0
923,"Parabrachial nucleus, medial division, ventral medial part",PBmv,822,890,"Parabrachial nucleus, medial division",PBm,0
398,Superior olivary complex,SOC,332,1132,"Pons, sensory related",P-sen,0
122,"Superior olivary complex, periolivary region",POR,439,398,Superior olivary complex,SOC,35114
105,"Superior olivary complex, medial part",SOCm,437,398,Superior olivary complex,SOC,18908
114,"Superior olivary complex, lateral part",SOCl,438,398,Superior olivary complex,SOC,29452
987,"Pons, motor related",P-mot,264,771,Pons,P,0
280,Barrington's nucleus,B,34,987,"Pons, motor related",P-mot,1725
880,Dorsal tegmental nucleus,DTN,109,987,"Pons, motor related",P-mot,11713
283,Lateral tegmental nucleus,LTN,176,987,"Pons, motor related",P-mot,0
12345,Posterodorsal tegmental nucleus,PDTg,,987,"Pons, motor related",P-mot,6071
898,Pontine central gray,PCG,253,987,"Pons, motor related",P-mot,63155
931,Pontine gray,PG,823,987,"Pons, motor related",P-mot,86425
1093,"Pontine reticular nucleus, caudal part",PRNc,277,987,"Pons, motor related",P-mot,231896
552,"Pontine reticular nucleus, ventral part",PRNv,917,987,"Pons, motor related",P-mot,0
318,Supragenual nucleus,SG,322,987,"Pons, motor related",P-mot,1985
462,Superior salivatory nucleus,SSN,340,987,"Pons, motor related",P-mot,0
534,Supratrigeminal nucleus,SUT,349,987,"Pons, motor related",P-mot,23451
574,Tegmental reticular nucleus,TRN,354,987,"Pons, motor related",P-mot,68944
621,Motor nucleus of trigeminal,V,360,987,"Pons, motor related",P-mot,32797
549009215,Peritrigeminal zone,P5,,987,"Pons, motor related",P-mot,0
549009219,Accessory trigeminal nucleus,Acs5,,987,"Pons, motor related",P-mot,0
549009223,Parvicellular motor 5 nucleus,PC5,,987,"Pons, motor related",P-mot,0
549009227,Intertrigeminal nucleus,I5,,987,"Pons, motor related",P-mot,0
1117,"Pons, behavioral state related",P-sat,280,771,Pons,P,0
679,Superior central nucleus raphe,CS,84,1117,"Pons, behavioral state related",P-sat,56664
137,"Superior central nucleus raphe, lateral part",CSl,441,679,Superior central nucleus raphe,CS,0
130,"Superior central nucleus raphe, medial part",CSm,440,679,Superior central nucleus raphe,CS,0
147,Locus ceruleus,LC,159,1117,"Pons, behavioral state related",P-sat,1499
162,Laterodorsal tegmental nucleus,LDT,161,1117,"Pons, behavioral state related",P-sat,22835
604,Nucleus incertus,NI,216,1117,"Pons, behavioral state related",P-sat,12313
146,Pontine reticular nucleus,PRNr,442,1117,"Pons, behavioral state related",P-sat,236548
238,Nucleus raphe pontis,RPO,312,1117,"Pons, behavioral state related",P-sat,9856
350,Subceruleus nucleus,SLC,326,1117,"Pons, behavioral state related",P-sat,2555
358,Sublaterodorsal nucleus,SLD,327,1117,"Pons, behavioral state related",P-sat,4964
354,Medulla,MY,185,1065,Hindbrain,HB,570751
386,"Medulla, sensory related",MY-sen,189,354,Medulla,MY,0
207,Area postrema,AP,25,386,"Medulla, sensory related",MY-sen,7577
607,Cochlear nuclei,CN,75,386,"Medulla, sensory related",MY-sen,0
112,Granular lamina of the cochlear nuclei,CNlam,862,607,Cochlear nuclei,CN,0
560,"Cochlear nucleus, subpedunclular granular region",CNspg,918,607,Cochlear nuclei,CN,0
96,Dorsal cochlear nucleus,DCO,860,607,Cochlear nuclei,CN,47655
101,Ventral cochlear nucleus,VCO,861,607,Cochlear nuclei,CN,69432
720,Dorsal column nuclei,DCN,89,386,"Medulla, sensory related",MY-sen,0
711,Cuneate nucleus,CU,88,720,Dorsal column nuclei,DCN,40652
1039,Gracile nucleus,GR,129,720,Dorsal column nuclei,DCN,11559
903,External cuneate nucleus,ECU,112,386,"Medulla, sensory related",MY-sen,22024
642,Nucleus of the trapezoid body,NTB,221,386,"Medulla, sensory related",MY-sen,13765
651,Nucleus of the solitary tract,NTS,222,386,"Medulla, sensory related",MY-sen,95583
659,"Nucleus of the solitary tract, central part",NTSce,223,651,Nucleus of the solitary tract,NTS,0
666,"Nucleus of the solitary tract, commissural part",NTSco,224,651,Nucleus of the solitary tract,NTS,0
674,"Nucleus of the solitary tract, gelatinous part",NTSge,225,651,Nucleus of the solitary tract,NTS,0
682,"Nucleus of the solitary tract, lateral part",NTSl,226,651,Nucleus of the solitary tract,NTS,0
691,"Nucleus of the solitary tract, medial part",NTSm,227,651,Nucleus of the solitary tract,NTS,0
429,"Spinal nucleus of the trigeminal, caudal part",SPVC,336,386,"Medulla, sensory related",MY-sen,249463
437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,337,386,"Medulla, sensory related",MY-sen,218120
445,"Spinal nucleus of the trigeminal, oral part",SPVO,338,386,"Medulla, sensory related",MY-sen,77712
77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,858,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,855,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,856,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,854,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,857,445,"Spinal nucleus of the trigeminal, oral part",SPVO,0
12346,Paratrigeminal nucleus,Pa5,,386,"Medulla, sensory related",MY-sen,11049
789,Nucleus z,z,381,386,"Medulla, sensory related",MY-sen,0
370,"Medulla, motor related",MY-mot,187,354,Medulla,MY,0
653,Abducens nucleus,VI,364,370,"Medulla, motor related",MY-mot,3066
568,Accessory abducens nucleus,ACVI,919,370,"Medulla, motor related",MY-mot,0
661,Facial motor nucleus,VII,365,370,"Medulla, motor related",MY-mot,75862
576,Accessory facial motor nucleus,ACVII,920,370,"Medulla, motor related",MY-mot,462
640,Efferent vestibular nucleus,EV,928,370,"Medulla, motor related",MY-mot,0
135,Nucleus ambiguus,AMB,16,370,"Medulla, motor related",MY-mot,0
939,"Nucleus ambiguus, dorsal division",AMBd,824,135,Nucleus ambiguus,AMB,2024
143,"Nucleus ambiguus, ventral division",AMBv,17,135,Nucleus ambiguus,AMB,2138
839,Dorsal motor nucleus of the vagus nerve,DMX,104,370,"Medulla, motor related",MY-mot,20344
887,Efferent cochlear group,ECO,110,370,"Medulla, motor related",MY-mot,0
1048,Gigantocellular reticular nucleus,GRN,130,370,"Medulla, motor related",MY-mot,229120
372,Infracerebellar nucleus,ICB,470,370,"Medulla, motor related",MY-mot,4551
83,Inferior olivary complex,IO,151,370,"Medulla, motor related",MY-mot,39518
136,Intermediate reticular nucleus,IRN,865,370,"Medulla, motor related",MY-mot,281027
106,Inferior salivatory nucleus,ISN,154,370,"Medulla, motor related",MY-mot,647
203,Linear nucleus of the medulla,LIN,166,370,"Medulla, motor related",MY-mot,6397
235,Lateral reticular nucleus,LRN,170,370,"Medulla, motor related",MY-mot,0
955,"Lateral reticular nucleus, magnocellular part",LRNm,826,235,Lateral reticular nucleus,LRN,45896
963,"Lateral reticular nucleus, parvicellular part",LRNp,827,235,Lateral reticular nucleus,LRN,5363
307,Magnocellular reticular nucleus,MARN,179,370,"Medulla, motor related",MY-mot,43893
395,Medullary reticular nucleus,MDRN,190,370,"Medulla, motor related",MY-mot,0
1098,"Medullary reticular nucleus, dorsal part",MDRNd,844,395,Medullary reticular nucleus,MDRN,139851
1107,"Medullary reticular nucleus, ventral part",MDRNv,845,395,Medullary reticular nucleus,MDRN,91884
852,Parvicellular reticular nucleus,PARN,247,370,"Medulla, motor related",MY-mot,222226
859,Parasolitary nucleus,PAS,248,370,"Medulla, motor related",MY-mot,3449
938,Paragigantocellular reticular nucleus,PGRN,258,370,"Medulla, motor related",MY-mot,0
970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,828,938,Paragigantocellular reticular nucleus,PGRN,23455
978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,829,938,Paragigantocellular reticular nucleus,PGRN,64223
154,Perihypoglossal nuclei,PHY,443,370,"Medulla, motor related",MY-mot,0
161,Nucleus intercalatus,NIS,444,154,Perihypoglossal nuclei,PHY,0
177,Nucleus of Roller,NR,446,154,Perihypoglossal nuclei,PHY,3330
169,Nucleus prepositus,PRP,445,154,Perihypoglossal nuclei,PHY,28227
995,Paramedian reticular nucleus,PMR,265,370,"Medulla, motor related",MY-mot,0
1069,Parapyramidal nucleus,PPY,274,370,"Medulla, motor related",MY-mot,9394
185,"Parapyramidal nucleus, deep part",PPYd,447,1069,Parapyramidal nucleus,PPY,0
193,"Parapyramidal nucleus, superficial part",PPYs,448,1069,Parapyramidal nucleus,PPY,0
701,Vestibular nuclei,VNC,370,370,"Medulla, motor related",MY-mot,0
209,Lateral vestibular nucleus,LAV,450,701,Vestibular nuclei,VNC,22527
202,Medial vestibular nucleus,MV,449,701,Vestibular nuclei,VNC,180843
225,Spinal vestibular nucleus,SPIV,452,701,Vestibular nuclei,VNC,66450
217,Superior vestibular nucleus,SUV,451,701,Vestibular nuclei,VNC,31059
765,Nucleus x,x,378,370,"Medulla, motor related",MY-mot,4595
773,Hypoglossal nucleus,XII,379,370,"Medulla, motor related",MY-mot,31721
781,Nucleus y,y,380,370,"Medulla, motor related",MY-mot,1895
76,Interstitial nucleus of the vestibular nerve,INV,150,370,"Medulla, motor related",MY-mot,0
379,"Medulla, behavioral state related",MY-sat,188,354,Medulla,MY,0
206,Nucleus raphe magnus,RM,308,379,"Medulla, behavioral state related",MY-sat,10283
230,Nucleus raphe pallidus,RPA,311,379,"Medulla, behavioral state related",MY-sat,5350
222,Nucleus raphe obscurus,RO,310,379,"Medulla, behavioral state related",MY-sat,3115
512,Cerebellum,CB,63,8,Basic cell groups and regions,grey,70221
528,Cerebellar cortex,CBX,65,512,Cerebellum,CB,0
1144,"Cerebellar cortex, molecular layer",CBXmo,1142,528,Cerebellar cortex,CBX,0
1145,"Cerebellar cortex, Purkinje layer",CBXpu,1143,528,Cerebellar cortex,CBX,0
1143,"Cerebellar cortex, granular layer",CBXgr,1141,528,Cerebellar cortex,CBX,0
645,Vermal regions,VERM,363,528,Cerebellar cortex,CBX,0
912,Lingula (I),LING,396,645,Vermal regions,VERM,13581
10707,"Lingula (I), molecular layer",LINGmo,,912,Lingula (I),LING,0
10706,"Lingula (I), Purkinje layer",LINGpu,,912,Lingula (I),LING,0
10705,"Lingula (I), granular layer",LINGgr,,912,Lingula (I),LING,0
920,Central lobule,CENT,397,645,Vermal regions,VERM,0
976,Lobule II,CENT2,404,920,Central lobule,CENT,136903
10710,"Lobule II, molecular layer",CENT2mo,,976,Lobule II,CENT2,0
10709,"Lobule II, Purkinje layer",CENT2pu,,976,Lobule II,CENT2,0
10708,"Lobule II, granular layer",CENT2gr,,976,Lobule II,CENT2,0
984,Lobule III,CENT3,405,920,Central lobule,CENT,236199
10713,"Lobule III, molecular layer",CENT3mo,,984,Lobule III,CENT3,0
10712,"Lobule III, Purkinje layer",CENT3pu,,984,Lobule III,CENT3,0
10711,"Lobule III, granular layer",CENT3gr,,984,Lobule III,CENT3,0
928,Culmen,CUL,398,645,Vermal regions,VERM,0
992,Lobule IV,CUL4,406,928,Culmen,CUL,0
10716,"Lobule IV, molecular layer",CUL4mo,,992,Lobule IV,CUL4,0
10715,"Lobule IV, Purkinje layer",CUL4pu,,992,Lobule IV,CUL4,0
10714,"Lobule IV, granular layer",CUL4gr,,992,Lobule IV,CUL4,0
1001,Lobule V,CUL5,407,928,Culmen,CUL,0
10719,"Lobule V, molecular layer",CUL5mo,,1001,Lobule V,CUL5,0
10718,"Lobule V, Purkinje layer",CUL5pu,,1001,Lobule V,CUL5,0
10717,"Lobule V, granular layer",CUL5gr,,1001,Lobule V,CUL5,0
1091,Lobules IV-V,"CUL4, 5",843,928,Culmen,CUL,589519
10722,"Lobules IV-V, molecular layer","CUL4, 5mo",,1091,Lobules IV-V,"CUL4, 5",0
10721,"Lobules IV-V, Purkinje layer","CUL4, 5pu",,1091,Lobules IV-V,"CUL4, 5",0
1138,Declive (VI),DEC,399,645,Vermal regions,VERM,0
936,"Declive (VI), subdivision A",DEC6a,399a,1138,Declive (VI),DEC,234090
1134,"Declive (VI), subdivision B",DEC6b,399b,1138,Declive (VI),DEC,48881
10725,"Declive (VI), molecular layer",DECmo,,936,Declive (VI),DEC,0
10724,"Declive (VI), Purkinje layer",DECpu,,936,Declive (VI),DEC,0
10723,"Declive (VI), granular layer",DECgr,,936,Declive (VI),DEC,0
944,Folium-tuber vermis (VII),FOTU,400,645,Vermal regions,VERM,110362
10728,"Folium-tuber vermis (VII), molecular layer",FOTUmo,,944,Folium-tuber vermis (VII),FOTU,0
10727,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu,,944,Folium-tuber vermis (VII),FOTU,0
10726,"Folium-tuber vermis (VII), granular layer",FOTUgr,,944,Folium-tuber vermis (VII),FOTU,0
951,Pyramus (VIII),PYR,401,645,Vermal regions,VERM,135220
10731,"Pyramus (VIII), molecular layer",PYRmo,,951,Pyramus (VIII),PYR,0
10730,"Pyramus (VIII), Purkinje layer",PYRpu,,951,Pyramus (VIII),PYR,0
10729,"Pyramus (VIII), granular layer",PYRgr,,951,Pyramus (VIII),PYR,0
957,Uvula (IX),UVU,402,645,Vermal regions,VERM,275015
10734,"Uvula (IX), molecular layer",UVUmo,,957,Uvula (IX),UVU,0
10733,"Uvula (IX), Purkinje layer",UVUpu,,957,Uvula (IX),UVU,0
10732,"Uvula (IX), granular layer",UVUgr,,957,Uvula (IX),UVU,0
968,Nodulus (X),NOD,403,645,Vermal regions,VERM,146640
10737,"Nodulus (X), molecular layer",NODmo,,968,Nodulus (X),NOD,0
10736,"Nodulus (X), Purkinje layer",NODpu,,968,Nodulus (X),NOD,0
10735,"Nodulus (X), granular layer",NODgr,,968,Nodulus (X),NOD,0
1073,Hemispheric regions,HEM,133,528,Cerebellar cortex,CBX,0
1007,Simplex lobule,SIM,408,1073,Hemispheric regions,HEM,517570
10674,"Simplex lobule, molecular layer",SIMmo,,1007,Simplex lobule,SIM,0
10673,"Simplex lobule, Purkinje layer",SIMpu,,1007,Simplex lobule,SIM,0
10672,"Simplex lobule, granular layer",SIMgr,,1007,Simplex lobule,SIM,0
1017,Ansiform lobule,AN,409,1073,Hemispheric regions,HEM,0
1056,Crus 1,ANcr1,414,1017,Ansiform lobule,AN,516817
10677,"Crus 1, molecular layer",ANcr1mo,,1056,Crus 1,ANcr1,0
10676,"Crus 1, Purkinje layer",ANcr1pu,,1056,Crus 1,ANcr1,0
10675,"Crus 1, granular layer",ANcr1gr,,1056,Crus 1,ANcr1,0
1064,Crus 2,ANcr2,415,1017,Ansiform lobule,AN,456528
10680,"Crus 2, molecular layer",ANcr2mo,,1064,Crus 2,ANcr2,0
10679,"Crus 2, Purkinje layer",ANcr2pu,,1064,Crus 2,ANcr2,0
10678,"Crus 2, granular layer",ANcr2gr,,1064,Crus 2,ANcr2,0
1025,Paramedian lobule,PRM,410,1073,Hemispheric regions,HEM,441592
10683,"Paramedian lobule, molecular layer",PRMmo,,1025,Paramedian lobule,PRM,0
10682,"Paramedian lobule, Purkinje layer",PRMpu,,1025,Paramedian lobule,PRM,0
10681,"Paramedian lobule, granular layer",PRMgr,,1025,Paramedian lobule,PRM,0
1033,Copula pyramidis,COPY,411,1073,Hemispheric regions,HEM,238545
10686,"Copula pyramidis, molecular layer",COPYmo,,1033,Copula pyramidis,COPY,0
10685,"Copula pyramidis, Purkinje layer",COPYpu,,1033,Copula pyramidis,COPY,0
10684,"Copula pyramidis, granular layer",COPYgr,,1033,Copula pyramidis,COPY,0
1041,Paraflocculus,PFL,412,1073,Hemispheric regions,HEM,394804
10689,"Paraflocculus, molecular layer",PFLmo,,1041,Paraflocculus,PFL,0
10688,"Paraflocculus, Purkinje layer",PFLpu,,1041,Paraflocculus,PFL,0
10687,"Paraflocculus, granular layer",PFLgr,,1041,Paraflocculus,PFL,0
1049,Flocculus,FL,413,1073,Hemispheric regions,HEM,116160
10692,"Flocculus, molecular layer",FLmo,,1049,Flocculus,FL,0
10691,"Flocculus, Purkinje layer",FLpu,,1049,Flocculus,FL,0
10690,"Flocculus, granular layer",FLgr,,1049,Flocculus,FL,0
519,Cerebellar nuclei,CBN,64,512,Cerebellum,CB,0
989,Fastigial nucleus,FN,123,519,Cerebellar nuclei,CBN,40564
91,Interposed nucleus,IP,152,519,Cerebellar nuclei,CBN,71505
846,Dentate nucleus,DN,105,519,Cerebellar nuclei,CBN,27684
12347,Vestibulocerebellar nucleus,VeCB,,519,Cerebellar nuclei,CBN,8179
1009,fiber tracts,fiber tracts,691,997,root,root,189028
967,cranial nerves,cm,686,1009,fiber tracts,fiber tracts,0
885,terminal nerve,tn,676,967,cranial nerves,cm,0
949,vomeronasal nerve,von,684,967,cranial nerves,cm,1525
840,olfactory nerve,In,670,967,cranial nerves,cm,0
1016,olfactory nerve layer of main olfactory bulb,onl,692,840,olfactory nerve,In,342017
21,"lateral olfactory tract, general",lotg,568,840,olfactory nerve,In,0
665,"lateral olfactory tract, body",lot,507,21,"lateral olfactory tract, general",lotg,95413
538,dorsal limb,lotd,491,21,"lateral olfactory tract, general",lotg,12707
459,accessory olfactory tract,aolt,481,21,"lateral olfactory tract, general",lotg,0
900,"anterior commissure, olfactory limb",aco,536,840,olfactory nerve,In,72172
848,optic nerve,IIn,671,967,cranial nerves,cm,7350
876,accessory optic tract,aot,533,848,optic nerve,IIn,0
916,brachium of the superior colliculus,bsc,538,848,optic nerve,IIn,18828
336,superior colliculus commissure,csc,607,848,optic nerve,IIn,2462
117,optic chiasm,och,580,848,optic nerve,IIn,28891
125,optic tract,opt,581,848,optic nerve,IIn,65535
357,tectothalamic pathway,ttp,610,848,optic nerve,IIn,0
832,oculomotor nerve,IIIn,669,967,cranial nerves,cm,664
62,medial longitudinal fascicle,mlf,573,832,oculomotor nerve,IIIn,15130
158,posterior commissure,pc,585,832,oculomotor nerve,IIIn,4903
911,trochlear nerve,IVn,679,967,cranial nerves,cm,818
384,trochlear nerve decussation,IVd,613,911,trochlear nerve,IVn,0
710,abducens nerve,VIn,654,967,cranial nerves,cm,0
901,trigeminal nerve,Vn,678,967,cranial nerves,cm,0
93,motor root of the trigeminal nerve,moV,577,901,trigeminal nerve,Vn,9030
229,sensory root of the trigeminal nerve,sV,594,901,trigeminal nerve,Vn,46979
705,midbrain tract of the trigeminal nerve,mtV,512,229,sensory root of the trigeminal nerve,sV,0
794,spinal tract of the trigeminal nerve,sptV,523,229,sensory root of the trigeminal nerve,sV,131487
798,facial nerve,VIIn,665,967,cranial nerves,cm,6870
1131,intermediate nerve,iVIIn,565,798,facial nerve,VIIn,0
1116,genu of the facial nerve,gVIIn,563,798,facial nerve,VIIn,2846
933,vestibulocochlear nerve,VIIIn,682,967,cranial nerves,cm,0
1076,efferent cochleovestibular bundle,cvb,558,933,vestibulocochlear nerve,VIIIn,0
413,vestibular nerve,vVIIIn,617,933,vestibulocochlear nerve,VIIIn,15480
948,cochlear nerve,cVIIIn,542,933,vestibulocochlear nerve,VIIIn,0
841,trapezoid body,tb,529,948,cochlear nerve,cVIIIn,29355
641,intermediate acoustic stria,ias,504,948,cochlear nerve,cVIIIn,0
506,dorsal acoustic stria,das,487,948,cochlear nerve,cVIIIn,1046
658,lateral lemniscus,ll,506,948,cochlear nerve,cVIIIn,85457
633,inferior colliculus commissure,cic,503,948,cochlear nerve,cVIIIn,1715
482,brachium of the inferior colliculus,bic,484,948,cochlear nerve,cVIIIn,33938
808,glossopharyngeal nerve,IXn,666,967,cranial nerves,cm,0
917,vagus nerve,Xn,680,967,cranial nerves,cm,0
237,solitary tract,ts,595,917,vagus nerve,Xn,1142
717,accessory spinal nerve,XIn,655,967,cranial nerves,cm,0
813,hypoglossal nerve,XIIn,667,967,cranial nerves,cm,0
925,ventral roots,vrt,681,967,cranial nerves,cm,0
792,dorsal roots,drt,664,967,cranial nerves,cm,0
932,cervicothalamic tract,cett,540,792,dorsal roots,drt,0
570,dorsolateral fascicle,dl,495,932,cervicothalamic tract,cett,0
522,dorsal commissure of the spinal cord,dcm,489,932,cervicothalamic tract,cett,0
858,ventral commissure of the spinal cord,vc,531,932,cervicothalamic tract,cett,0
586,fasciculus proprius,fpr,497,932,cervicothalamic tract,cett,0
514,dorsal column,dc,488,932,cervicothalamic tract,cett,0
380,cuneate fascicle,cuf,471,514,dorsal column,dc,3138
388,gracile fascicle,grf,472,514,dorsal column,dc,104
396,internal arcuate fibers,iaf,473,514,dorsal column,dc,0
697,medial lemniscus,ml,511,932,cervicothalamic tract,cett,56412
871,spinothalamic tract,sst,674,967,cranial nerves,cm,0
29,lateral spinothalamic tract,sttl,569,871,spinothalamic tract,sst,0
389,ventral spinothalamic tract,sttv,614,871,spinothalamic tract,sst,0
245,spinocervical tract,scrt,596,871,spinothalamic tract,sst,0
261,spino-olivary pathway,sop,598,871,spinothalamic tract,sst,0
270,spinoreticular pathway,srp,599,871,spinothalamic tract,sst,0
293,spinovestibular pathway,svp,602,871,spinothalamic tract,sst,0
277,spinotectal pathway,stp,600,871,spinothalamic tract,sst,0
253,spinohypothalamic pathway,shp,597,871,spinothalamic tract,sst,0
285,spinotelenchephalic pathway,step,601,871,spinothalamic tract,sst,0
627,hypothalamohypophysial tract,hht,502,285,spinotelenchephalic pathway,step,0
960,cerebellum related fiber tracts,cbf,685,1009,fiber tracts,fiber tracts,0
744,cerebellar commissure,cbc,658,960,cerebellum related fiber tracts,cbf,5851
752,cerebellar peduncles,cbp,659,960,cerebellum related fiber tracts,cbf,0
326,superior cerebelar peduncles,scp,606,752,cerebellar peduncles,cbp,44184
812,superior cerebellar peduncle decussation,dscp,525,326,superior cerebelar peduncles,scp,4590
85,spinocerebellar tract,sct,859,812,superior cerebellar peduncle decussation,dscp,0
850,uncinate fascicle,uf,530,326,superior cerebelar peduncles,scp,7356
866,ventral spinocerebellar tract,sctv,532,326,superior cerebelar peduncles,scp,24122
78,middle cerebellar peduncle,mcp,575,752,cerebellar peduncles,cbp,120939
1123,inferior cerebellar peduncle,icp,564,752,cerebellar peduncles,cbp,54863
553,dorsal spinocerebellar tract,sctd,493,1123,inferior cerebellar peduncle,icp,13916
499,cuneocerebellar tract,cct,486,1123,inferior cerebellar peduncle,icp,0
650,juxtarestiform body,jrb,505,1123,inferior cerebellar peduncle,icp,0
490,bulbocerebellar tract,bct,485,1123,inferior cerebellar peduncle,icp,0
404,olivocerebellar tract,oct,474,490,bulbocerebellar tract,bct,0
410,reticulocerebellar tract,rct,475,490,bulbocerebellar tract,bct,0
373,trigeminocerebellar tract,tct,612,752,cerebellar peduncles,cbp,0
728,arbor vitae,arb,656,960,cerebellum related fiber tracts,cbf,581841
484682512,supra-callosal cerebral white matter,scwm,,1009,fiber tracts,fiber tracts,0
983,lateral forebrain bundle system,lfbs,688,1009,fiber tracts,fiber tracts,0
776,corpus callosum,cc,662,983,lateral forebrain bundle system,lfbs,647
956,"corpus callosum, anterior forceps",fa,543,776,corpus callosum,cc,64189
579,external capsule,ec,496,956,"corpus callosum, anterior forceps",fa,88868
964,"corpus callosum, extreme capsule",ee,544,776,corpus callosum,cc,9024
1108,genu of corpus callosum,ccg,562,776,corpus callosum,cc,71526
971,"corpus callosum, posterior forceps",fp,545,776,corpus callosum,cc,124745
979,"corpus callosum, rostrum",ccr,546,776,corpus callosum,cc,0
484682516,"corpus callosum, body",ccb,,776,corpus callosum,cc,0
986,"corpus callosum, splenium",ccs,547,776,corpus callosum,cc,67413
784,corticospinal tract,cst,663,983,lateral forebrain bundle system,lfbs,7586
6,internal capsule,int,566,784,corticospinal tract,cst,176771
924,cerebal peduncle,cpd,539,784,corticospinal tract,cst,82745
1036,corticotectal tract,cte,553,784,corticospinal tract,cst,0
1012,corticorubral tract,crt,550,784,corticospinal tract,cst,0
1003,corticopontine tract,cpt,549,784,corticospinal tract,cst,0
994,corticobulbar tract,cbt,548,784,corticospinal tract,cst,0
190,pyramid,py,589,784,corticospinal tract,cst,52928
198,pyramidal decussation,pyd,590,784,corticospinal tract,cst,5557
1019,"corticospinal tract, crossed",cstc,551,784,corticospinal tract,cst,0
1028,"corticospinal tract, uncrossed",cstu,552,784,corticospinal tract,cst,0
896,thalamus related,lfbst,677,983,lateral forebrain bundle system,lfbs,0
1092,external medullary lamina of the thalamus,em,560,896,thalamus related,lfbst,9748
14,internal medullary lamina of the thalamus,im,567,896,thalamus related,lfbst,0
86,middle thalamic commissure,mtc,576,896,thalamus related,lfbst,0
365,thalamic peduncles,tp,611,896,thalamus related,lfbst,0
484682520,optic radiation,or,,896,thalamus related,lfbst,0
484682524,auditory radiation,ar,,896,thalamus related,lfbst,0
1000,extrapyramidal fiber systems,eps,690,1009,fiber tracts,fiber tracts,0
760,cerebral nuclei related,epsc,660,1000,extrapyramidal fiber systems,eps,0
142,pallidothalamic pathway,pap,583,760,cerebral nuclei related,epsc,0
102,nigrostriatal tract,nst,578,760,cerebral nuclei related,epsc,8941
109,nigrothalamic fibers,ntt,579,760,cerebral nuclei related,epsc,0
134,pallidotegmental fascicle,ptf,582,760,cerebral nuclei related,epsc,0
309,striatonigral pathway,snp,604,760,cerebral nuclei related,epsc,0
317,subthalamic fascicle,stf,605,760,cerebral nuclei related,epsc,0
877,tectospinal pathway,tsp,675,1000,extrapyramidal fiber systems,eps,0
1051,direct tectospinal pathway,tspd,555,877,tectospinal pathway,tsp,1
1060,doral tegmental decussation,dtd,556,877,tectospinal pathway,tsp,648
1043,crossed tectospinal pathway,tspc,554,877,tectospinal pathway,tsp,45321
863,rubrospinal tract,rust,673,1000,extrapyramidal fiber systems,eps,49908
397,ventral tegmental decussation,vtd,615,863,rubrospinal tract,rust,3263
221,rubroreticular tract,rrt,593,863,rubrospinal tract,rust,0
736,central tegmental bundle,ctb,657,1000,extrapyramidal fiber systems,eps,0
855,retriculospinal tract,rst,672,1000,extrapyramidal fiber systems,eps,0
